,State,County,First Doubling,Last Delta,Inv Tau,Tau,R Squared
690,Maine,Cumberland,1,7,0.04833749319054849,20.687874649559436,0.4976545122971635
235,Ohio,Medina,10,4,0.04826289912803714,20.719849368084784,0.5084357555636752
186,North Carolina,Union,3,6,0.04810992272858313,20.78573282359231,0.6771580921049687
500,Alabama,Tuscaloosa,19,1,0.04805784271164994,20.80825820667945,0.416537164053873
682,Arizona,Pinal,18,13,0.047744374162569846,20.94487607262365,0.6585361812660798
215,Mississippi,Madison,8,5,0.0473950919028913,21.099231161929573,0.6625220708553597
496,Colorado,Broomfield,12,9,0.04722287204905238,21.17617918201286,0.3625966549213405
112,California,Orange,49,63,0.047073296577814616,21.243466523466182,0.645254628312214
631,Maryland,Calvert,13,10,0.04669681855744504,21.414735112410916,0.3906740803414589
305,New York,Tompkins,11,3,0.04611206621752039,21.68629779638995,0.32435169188130125
138,California,Imperial,6,4,0.04594786454802454,21.76379707385103,0.562817593688867
576,South Carolina,Florence,17,6,0.04528987303263306,22.079991243946797,0.46511678690144204
387,Pennsylvania,Centre,14,2,0.04520241462080417,22.12271199202167,0.5226044141280711
476,Iowa,Washington,11,3,0.04503771909798979,22.203611107042807,0.35783512232096876
296,New York,Saratoga,11,5,0.0449992305212329,22.22260221823459,0.5412869044314531
651,Idaho,Jerome,9,5,0.044949877611954604,22.247001618844138,0.18714654188824292
249,Ohio,Wood,13,1,0.04474301391499966,22.34985783254891,0.30177383692981535
671,Montana,Gallatin,9,9,0.04458452414368904,22.429307460524964,0.4197316938956853
280,Florida,Sumter,6,9,0.044059525661532914,22.696567540968122,0.36955542968057264
573,South Carolina,Dorchester,11,4,0.04304867077191004,23.229520960087722,0.27428160025132475
540,Wisconsin,Racine,18,7,0.042730339499754355,23.402575586972546,0.5387251149474682
180,North Carolina,Pitt,17,6,0.042485330138629755,23.537536291632833,0.35336093292584403
175,North Carolina,Iredell,16,3,0.04226697193884746,23.659135114926524,0.5086196130229217
503,Alabama,Montgomery,16,9,0.04181373716440502,23.91558535100935,0.5694347101479361
508,Alabama,Calhoun,16,2,0.041701390295826764,23.980015843742127,0.34591575010973463
174,North Carolina,Durham,0,7,0.041460369958197636,24.119418157827553,0.7167827237047697
11,Georgia,Newton,14,3,0.04141118877984855,24.14806310720108,0.5693196027428503
12,Georgia,Clarke,9,1,0.04093735086349161,24.427569906381297,0.4424116294044291
25,Georgia,Carroll,2,11,0.040925847835457226,24.4344357634449,0.19542490775735374
515,Alabama,Tallapoosa,13,5,0.040779530720017644,24.52210661436389,0.3311571645080057
142,Indiana,Boone,19,8,0.0407757417691847,24.5243852499509,0.5177729333118946
213,Mississippi,Bolivar,15,3,0.04073819705656599,24.54698715830441,0.4888193849358938
170,North Carolina,Cabarrus,14,0,0.04047557072941209,24.706260640157872,0.6306230256435402
720,Rhode Island,Newport,4,1,0.04020699230441106,24.87129582906631,0.34073165223777585
520,Arkansas,Jefferson,18,6,0.03987599932957001,25.07774141871978,0.429007054157795
417,Illinois,Winnebago,17,3,0.03959473332994034,25.255884202251472,0.28584289308083366
697,New Hampshire,Merrimack,16,3,0.03917934381048524,25.52365360780694,0.5246128427930636
124,California,Placer,20,3,0.03917584500632618,25.525933131461958,0.5531224563108174
84,Texas,Orange,10,5,0.03907043775042259,25.594798972765126,0.11382493497084616
712,Alaska,Fairbanks North Star Borough,11,2,0.03883398134779206,25.750643258648417,0.4618329832243827
77,Texas,Nueces,6,0,0.03833816609789061,26.083668098433655,0.5829175393009676
221,Mississippi,Washington,18,5,0.03808642109829268,26.25607686842562,0.4030304103934055
20,Georgia,Columbia,19,8,0.03793158654926169,26.36325266018867,0.27405460684524935
444,Louisiana,Unknown,12,2,0.037703880712078794,26.522468804640596,0.2245975571105525
207,Mississippi,Pearl River,23,13,0.037694218074833155,26.529267645630192,0.41255914036060937
275,Florida,Citrus,18,3,0.03730898746529036,26.80319322335749,0.29412620092318853
39,Georgia,Pierce,13,1,0.03718729619347267,26.890903678432146,0.3914647708228916
214,Mississippi,DeSoto,2,6,0.037146408739435,26.920502787080736,0.318720272422881
63,Texas,Bell,12,10,0.03691986690095593,27.085688111570846,0.5595759666021213
554,Washington,Skagit,8,9,0.03688146241571069,27.113892305257995,0.23406217809694613
514,Alabama,Houston,15,6,0.03669845624096686,27.249102617120165,0.13879637584266902
667,Utah,Weber,16,3,0.036491200255868494,27.40386704159397,0.5440208649854876
707,Connecticut,Unknown,0,26,0.03598801554694939,27.7870281203868,0.18251579911205562
704,Connecticut,Windham,12,3,0.0359208634943422,27.838974421021568,0.43783003190604214
386,Pennsylvania,Franklin,17,9,0.03579527244430708,27.936650057793905,0.20408116637852158
670,Utah,Wasatch,9,6,0.03571105868739629,28.002530217703566,0.3253017818960249
22,Georgia,Bibb,13,5,0.035269194249012335,28.35335542228906,0.4533481490503649
534,Minnesota,Washington,12,2,0.03509036469428915,28.497851439051782,0.47021393374165477
61,Texas,Smith,12,0,0.03500724338134304,28.56551683052387,0.36214916915290657
284,Florida,Hernando,13,5,0.03488425261153272,28.666229749448622,0.453966274016803
197,Tennessee,Robertson,6,3,0.03465388902745861,28.85679004765187,0.28890718288484907
5,Georgia,Floyd,19,3,0.034215853656054035,29.226218058220606,0.29494353203517387
17,Georgia,Paulding,11,3,0.033898256457203346,29.500042318179492,0.5469100909551792
27,Georgia,Tift,17,3,0.033816745992983496,29.57114798116549,0.3688823626772564
6,Georgia,Fayette,17,3,0.03367874208938824,29.692320376629738,0.5014991095370044
591,Kansas,Leavenworth,18,2,0.03352834470889462,29.825510584622254,0.35945133168391075
536,Wisconsin,Dane,40,5,0.033416288511868515,29.92552568023311,0.6140554967412339
176,North Carolina,Gaston,9,2,0.033372203367824066,29.96505771519281,0.5054413456590131
542,Wisconsin,Brown,14,3,0.03321957109651351,30.10273663963569,0.34745291859660954
358,Michigan,Muskegon,14,11,0.03281553260816904,30.473374055524605,0.25416395537574216
556,Washington,Thurston,14,4,0.03248331768608737,30.78503278710046,0.2960397136072217
313,New York,Chenango,15,2,0.03181378959317369,31.43291047019971,0.6398087132954786
251,Ohio,Washington,13,4,0.031706456316742314,31.539317734223072,0.13468045215908053
711,Alaska,Anchorage,10,6,0.03137349834869012,31.8740354960049,0.31369176756951983
320,New York,Genesee,16,9,0.03130864214912849,31.940062914157267,0.1304887360867684
637,Nebraska,Douglas,37,26,0.031139411752860426,32.11364453306159,0.4959277535399448
714,Hawaii,Maui,19,3,0.030700344793100545,32.57292407428386,0.2815814721690356
459,Louisiana,Avoyelles,9,8,0.030687031339331178,32.58705571556258,0.14829690918575822
187,North Carolina,Randolph,15,5,0.03046473002035465,32.824843657956656,0.128138565029157
120,California,Marin,19,5,0.0303049520354656,32.997907366086885,0.5732713579371168
587,Oklahoma,Comanche,5,3,0.03014338671696084,33.17477260898916,0.0645839404130064
470,Louisiana,Pointe Coupee,13,5,0.030070622942879793,33.25504768888676,0.21271787677043383
622,Maryland,Harford,18,15,0.029323439302134338,34.10241171564121,0.5457942019696644
323,New York,Madison,4,-1,0.029189628978003573,34.25874308829242,0.051465893334142324
100,Virginia,Stafford,22,6,0.02910712518806054,34.355849076094614,0.21482001447903698
121,California,Sonoma,24,13,0.028795434863160902,34.72772697311608,0.3634999866318233
260,Florida,Charlotte,23,5,0.028782772420626084,34.74300478724516,0.4536447778667754
532,Minnesota,Dakota,15,4,0.02833502694675183,35.29200808170167,0.35998123090009604
16,Georgia,Troup,20,5,0.027493654571803482,36.372028949020276,0.21849376650437408
687,Arizona,Apache,16,18,0.026597816772169717,37.59707078839407,0.08807877176055816
522,Arkansas,Garland,22,8,0.026261779264631527,38.078151138326184,0.27944041967788585
698,New Hampshire,Strafford,8,1,0.026028570485538954,38.41932082115626,0.08322575597147876
28,Georgia,Unknown,0,80,0.025861011861415283,38.66824721935971,0.011456918620399891
511,Alabama,Walker,5,4,0.02575613066446635,38.8257076743138,0.13508085495656283
638,Nebraska,Lancaster,15,5,0.025438917624811937,39.309848585092574,0.08649381522939101
216,Mississippi,Yazoo,15,9,0.02535672408297326,39.43727102632663,0.1308199586834717
162,Indiana,Monroe,5,1,0.024835078762771863,40.265626276129,0.17301567576564358
103,Virginia,Portsmouth city,17,3,0.02482797261785589,40.277150913273346,0.21955012054857706
543,Wisconsin,Ozaukee,17,1,0.024564553366930735,40.709065011791296,0.4394038487100496
119,California,Solano,28,3,0.024052311462319002,41.576045677215966,0.40717982312288414
491,Colorado,Summit,18,1,0.023827473397756357,41.968360778619605,0.39341698728658037
364,Michigan,Branch,8,6,0.023708847820395333,42.17834656392533,0.10472115194452135
694,Vermont,Windham,14,2,0.022656924018495495,44.13661797972538,0.12577871728982334
259,Florida,Okaloosa,23,5,0.022271391208425674,44.90065261938741,0.3770527849064958
256,Florida,Santa Rosa,22,26,0.021602966320053683,46.289939315959415,0.26509968301933456
642,West Virginia,Monongalia,4,3,0.021509647907798732,46.49076564556089,0.0590239854516418
545,Wisconsin,Rock,16,5,0.020966350583990264,47.69547260950563,0.07865242206941796
156,Indiana,Vanderburgh,13,8,0.02067709872180748,48.36268441013592,0.11539906759768338
205,Mississippi,Forrest,23,12,0.020401698598126336,49.01552658423444,0.09408137912783368
497,Colorado,Montrose,12,3,0.020320366725467838,49.21171027620698,0.05026158932204206
428,Illinois,Unknown,0,7,0.020266444550762413,49.34264604209427,0.10313467153149192
316,New York,Jefferson,17,2,0.020210850633690734,49.47837268823497,0.08863202285253115
107,Virginia,Suffolk city,13,0,0.02003403001997118,49.91506945947157,0.10295010552094577
331,Kentucky,Christian,17,0,0.019742178189402826,50.65297204828079,0.14660236557197653
467,Louisiana,Natchitoches,12,2,0.019727511157954424,50.69063157502183,0.24931961443578116
463,Louisiana,Claiborne,18,5,0.01902541881554234,52.56126078985841,0.13901725895351502
583,Oklahoma,Washington,18,9,0.018831070181497253,53.10372646704725,0.1589273817917273
163,Indiana,Decatur,1,8,0.018326396015783498,54.56610231159231,0.1154874088861179
172,North Carolina,Johnston,22,6,0.018279924588285854,54.704820863474474,0.1112220210872642
537,Wisconsin,Fond du Lac,23,1,0.018050701386122064,55.399509338115294,0.17583194198804175
148,Indiana,Franklin,8,3,0.017986375667168125,55.5976378179054,0.14132018786816652
173,North Carolina,Wayne,22,10,0.01751400645825905,57.09715834485328,0.20026838650127307
676,New Mexico,Doa Ana,18,5,0.016976314813286902,58.90559941886369,0.04865195988810235
586,Oklahoma,Osage,13,8,0.016859121554833836,59.31507147318009,0.13526572352489416
311,New York,Rensselaer,2,-12,0.016598953876301333,60.244760450098035,0.04724631827925081
245,Ohio,Marion,16,8,0.016391940173713586,61.005591126035114,0.07983553883124937
155,Indiana,Vigo,15,4,0.0162317597879729,61.60761452008185,0.04983906907626815
674,New Mexico,Santa Fe,14,2,0.015947319682564527,62.70646227110608,0.1821787616171969
495,Colorado,Morgan,18,21,0.0158793676689868,62.97479980598032,0.17079820892550054
217,Mississippi,Scott,17,9,0.015616786154911319,64.03366160492057,0.03606067551982228
504,Alabama,Baldwin,22,10,0.01542563250033756,64.8271634876636,0.15783057525778835
137,California,Monterey,14,2,0.01455179195704395,68.72005887329493,0.08109425908436954
399,Missouri,Greene,13,1,0.01418501502003741,70.49692923041844,0.09309820931903669
516,Alabama,Autauga,15,5,0.013187160017167666,75.83133887039763,0.02202498071931063
178,North Carolina,Moore,18,20,0.012797186110420489,78.14217839543025,0.03348079788307121
565,South Carolina,Lancaster,21,3,0.0124457455596519,80.34874208274987,0.1215293206583469
126,California,Yolo,29,4,0.012058281122902768,82.93055948916803,0.0823625374847004
689,Wyoming,Teton,20,11,0.011854958362400433,84.35289010981533,0.09465264904666686
151,Indiana,Jennings,14,3,0.011531479369051141,86.71914227101325,0.06715695256199505
189,North Carolina,Northampton,2,2,0.010990400497656884,90.98849493366475,0.007932532706644726
641,West Virginia,Jefferson,19,5,0.010899024797542973,91.7513280844572,0.03615720613959259
489,Colorado,Gunnison,11,1,0.009886704041221845,101.14594265496142,0.015465418127985998
366,Pennsylvania,Wayne,27,2,0.009217672836714283,108.48725244586338,0.09908050362372248
36,Georgia,Baldwin,15,2,0.009164457133194383,109.11721070503145,0.021664279360613232
58,Texas,Gregg,24,3,0.008731289129599685,114.53062487759449,0.07868865812220273
290,Florida,Flagler,17,5,0.008447995625847773,118.37127341074446,0.04219423746801193
379,Pennsylvania,Adams,20,5,0.008389112317482949,119.20212319913698,0.041183373422544134
582,Oklahoma,Canadian,22,8,0.007744269204887024,129.12774253365956,0.02964382835973964
389,Pennsylvania,Montour,13,-1,0.007110898002606382,140.6292144302262,0.015455329072458609
345,Michigan,Bay,21,3,0.006555191119499177,152.55085347937208,0.03629283884620634
693,Vermont,Rutland,13,3,0.006333085523812684,157.90091516054147,0.018253690049641957
645,West Virginia,Marion,12,2,0.005873139952271212,170.26667304484857,0.005698218897426982
348,Michigan,Ottawa,23,4,0.005606995544838026,178.34863466596312,0.0464237377945336
649,Idaho,Kootenai,8,0,0.00513273710716749,194.82782365837002,0.006260378226865666
401,Missouri,Boone,7,0,0.004950411348856915,202.00341537898808,0.003682305889990314
220,Mississippi,Lincoln,17,6,0.004882696660140969,204.8048587911109,0.003732418653968631
492,Colorado,Pueblo,19,2,0.0043051907891248475,232.27774307379266,0.013280712968706993
620,New Jersey,Salem,8,7,0.003789773698203641,263.8679983646521,0.003770254694857852
68,Texas,Bowie,19,0,0.0024516615954691856,407.886635679271,0.0021929214535207804
530,Minnesota,Anoka,28,7,0.00216258644776454,462.4092604638753,0.007896462524571303
99,Virginia,Spotsylvania,20,5,0.0019038708505162497,525.2457117712801,0.001548974969633571
688,Wyoming,Laramie,13,10,0.0015695720526115607,637.1163390276554,0.0009967892478476177
117,California,Humboldt,40,0,0.0009080973651677357,1101.2035034539372,0.003934553578357776
238,Ohio,Darke,13,2,0.0008519886072958629,1173.724614902906,0.00046678881827935713
87,Texas,Henderson,10,5,0.0,0.0,0.0
535,Minnesota,St. Louis,17,5,-0.00036139266250691384,-2767.0733353111973,2.8113356329865642e-05
405,Missouri,Johnson,10,1,-0.001477341311984015,-676.8916511628831,0.00028802429088149235
354,Michigan,Tuscola,17,9,-0.0015184792060326012,-658.5536344700728,0.0011061350407856971
577,South Carolina,Aiken,18,10,-0.002164729431440462,-461.9514963283778,0.0014980852439433064
597,Oregon,Deschutes,28,5,-0.0022145193198018116,-451.56526342226493,0.006138425810823412
416,Illinois,Clinton,23,18,-0.002569122096128707,-389.2380208425494,0.010870670745723928
285,Florida,Monroe,5,1,-0.0026591241821019313,-376.0636704110374,0.003307353283797731
201,Tennessee,Blount,9,2,-0.002766008009844663,-361.5318525618294,0.001338062863593584
223,Mississippi,Sunflower,16,5,-0.003152411523221674,-317.2174675272183,0.0019899400779156665
549,Washington,Chelan,34,8,-0.00404526908956938,-247.20234373986978,0.01847165139989093
304,New York,Tioga,25,5,-0.004246358550964382,-235.4958932454943,0.12
672,Montana,Yellowstone,13,4,-0.005142982887992008,-194.43969030790095,0.025714483152538183
232,Ohio,Belmont,24,6,-0.00583138375154495,-171.48588441552366,0.015698914469838694
67,Texas,Matagorda,13,1,-0.0059557278700154235,-167.90558968192252,0.007856009493512787
512,Alabama,Cullman,18,7,-0.006169175206757993,-162.0962229934003,0.008181087250662002
423,Illinois,Adams,18,13,-0.006450150415982808,-155.03514422269953,0.03587048284650268
45,Georgia,Walton,14,5,-0.006548794349138012,-152.6998630109106,0.02395796716200265
222,Mississippi,Oktibbeha,17,5,-0.006931604841027443,-144.26673518390788,0.023729782852815955
315,New York,Warren,20,7,-0.007574183820776111,-132.02742680432226,0.02507545271693552
513,Alabama,Marion,17,10,-0.008759666016036744,-114.15960359324792,0.018299176016226746
413,Illinois,Sangamon,25,6,-0.009991889654638842,-100.08116928470476,0.06210571071176586
501,Alabama,Elmore,26,5,-0.010189914263328726,-98.13625258838353,0.0354627478685995
362,Michigan,Isabella,14,6,-0.01057976974586306,-94.52001546546168,0.015144150079221486
309,New York,Montgomery,23,10,-0.010646070020368513,-93.93137543588927,0.22807904326764233
133,California,San Luis Obispo,4,2,-0.01087190668505525,-91.98018608590718,0.027803469749041566
524,Arkansas,Faulkner,4,1,-0.012317409537708608,-81.18590170592222,0.03915734443332935
40,Georgia,Washington,15,5,-0.014290405197799992,-69.97702207589957,0.06831065680311349
210,Mississippi,Hancock,23,5,-0.014999045107661554,-66.67091090280123,0.13376482681357213
427,Illinois,Monroe,14,15,-0.015555836306299987,-64.2845540612309,0.04538108597841612
287,Florida,Bay,18,6,-0.01564322378292979,-63.925442343362796,0.14019119973788255
717,Rhode Island,Bristol,13,6,-0.01601874656716412,-62.426856920868,0.029782958196538298
95,Virginia,Hanover,26,7,-0.016543322469222084,-60.44734979085631,0.2322988694622279
206,Mississippi,Copiah,25,8,-0.01728204022766549,-57.86353849582973,0.30755619275600354
193,Tennessee,Sullivan,28,7,-0.017840621881852474,-56.05185775599014,0.28273683063529614
248,Ohio,Clermont,18,6,-0.018034188072997902,-55.45023684749483,0.1550966910413525
394,Pennsylvania,Juniata,14,5,-0.018841623689603626,-53.07398218295682,0.07354560444656422
336,Kentucky,Bullitt,11,7,-0.02161798548039219,-46.25777924159556,0.047109415752395266
332,Kentucky,Unknown,3,0,-0.021706122007452658,-46.069952046554256,0.031480091337235935
585,Oklahoma,Creek,6,1,-0.02172952247193532,-46.02033943873116,0.0354930195791201
219,Mississippi,Leake,17,7,-0.021863346692952715,-45.738651728115045,0.24073070579845987
106,Virginia,Mecklenburg,17,9,-0.02476408766824309,-40.38105555902944,0.3047464936231569
110,Virginia,Manassas city,14,5,-0.0258463685445203,-38.690154799793355,0.09964368890917043
460,Louisiana,Evangeline,18,6,-0.026167967294850634,-38.21466102935635,0.3348619598933375
72,Texas,Wichita,9,0,-0.02692401950664978,-37.14155680777964,0.11654186353578698
397,Pennsylvania,Crawford,13,5,-0.027396843367239198,-36.50055543244765,0.23076923076923084
523,Arkansas,Cleburne,3,-1,-0.02790739980134059,-35.83279012443011,0.18698567224909796
544,Wisconsin,Walworth,20,5,-0.02954802890482463,-33.84320501448809,0.6396796983289448
289,Florida,Bradford,17,5,-0.02994373807785483,-33.39596403762158,0.239290131433587
526,Arkansas,Benton,4,1,-0.029973367778247027,-33.36295098363099,0.18369372433402803
209,Mississippi,Monroe,23,5,-0.031667839826073206,-31.57777750210376,0.4840719246188056
406,Missouri,Unknown,1,0,-0.03245803854425848,-30.809008949707177,0.2672758770126482
224,Mississippi,Lamar,16,5,-0.03269025469713316,-30.590156279439974,0.30131681355284257
83,Texas,Coryell,13,6,-0.033367250582079906,-29.969505504809447,0.21870574618212946
324,New York,Orleans,15,6,-0.0357011370430098,-28.010312354905732,0.3001879417943711
89,Texas,Donley,6,7,-0.039505325721187506,-25.313042779537945,0.02758902734845407
81,Texas,Hunt,14,7,-0.03971734030298384,-25.17791957798526,0.16371308466382378
499,Colorado,La Plata,3,3,-0.03988676597331219,-25.070972178318225,0.23141458964850256
464,Louisiana,Bienville,17,7,-0.04004165820528697,-24.973990709205026,0.23331845410626575
679,New Mexico,Cibola,15,5,-0.04156870711183804,-24.056557672326967,0.43695558000464146
422,Illinois,Christian,8,0,-0.043978308321875256,-22.73848263287085,0.41150115394870584
314,New York,Washington,21,5,-0.04411146297121576,-22.669844358880916,0.5921550965783998
632,Maryland,Worcester,19,6,-0.0510653688128188,-19.582743124122366,0.5375257998800276
498,Colorado,Unknown,0,-5,-0.05692984792325971,-17.565478153884758,0.06243806547322023
85,Texas,Shelby,11,10,-0.06095443586534606,-16.4056969079181,0.33482666656293475
430,Illinois,Marion,9,6,-0.06170740037624294,-16.20551171987137,0.3333333333333333
662,Massachusetts,Unknown,2,-20,-0.06621450516644317,-15.102431068333193,0.10373213226984426
527,Arkansas,Unknown,0,1,-0.06656485062296127,-15.022943650309253,0.38409803540471005
82,Texas,Kaufman,14,5,-0.06812345692309758,-14.679231577000978,0.5173674342774951
337,Kentucky,Boyle,11,5,-0.08156117429742384,-12.260735682315767,0.695665917967893
519,Alabama,Randolph,12,5,-0.08266169078052361,-12.097502368480656,0.6435392488712607
50,Georgia,Grady,8,5,-0.09247179876264068,-10.814107796981752,0.3758846394933232
226,Mississippi,Jasper,7,6,-0.09784556476572923,-10.220187316556363,0.42857142857142866
710,Nevada,Unknown,0,-33,-0.12659494624670853,-7.8992094838541,0.5263136541103748
203,Tennessee,Unknown,0,-69,-0.13104889815500143,-7.630739472660232,0.563423840806195
338,Kentucky,Adair,3,5,-0.6582507062779432,-1.5191780129708736,1.0
326,New York,Unknown,0,2091,,,0.0
561,Washington,Unknown,0,110,,,0.0
