,County,State,Average Rating,Hospitals,Emergency Services,County Beds,fips
29,ALLEGANY,NY,1.0,2.0,1.0,90.0,36003
30,OTSEGO,NY,1.5,2.0,1.0,240.0,36077
31,SARATOGA,NY,4.0,2.0,1.0,171.0,36091
32,DUTCHESS,NY,2.5,2.0,1.0,433.0,36027
33,SCHENECTADY,NY,1.0,2.0,1.0,483.0,36093
34,OSWEGO,NY,3.0,1.0,1.0,132.0,36075
35,MONTGOMERY,NY,3.0,1.0,1.0,149.0,36057
36,CATTARAUGUS,NY,2.0,1.0,1.0,186.0,36009
37,CLINTON,NY,4.0,1.0,1.0,300.0,36019
38,COLUMBIA,NY,1.0,1.0,1.0,124.0,36021
39,PUTNAM,NY,4.0,1.0,1.0,164.0,36079
40,SCHOHARIE,NY,,1.0,,,36095
41,FULTON,NY,3.0,1.0,1.0,74.0,36035
42,CHENANGO,NY,2.0,1.0,1.0,58.0,36017
43,CAYUGA,NY,1.0,1.0,1.0,99.0,36011
44,ESSEX,NY,,1.0,,15.0,36031
45,LIVINGSTON,NY,2.0,1.0,1.0,72.0,36051
46,CORTLAND,NY,3.0,1.0,1.0,181.0,36023
47,YATES,NY,3.0,1.0,1.0,35.0,36123
48,WAYNE,NY,2.0,1.0,1.0,120.0,36117
49,WYOMING,NY,3.0,1.0,1.0,,36121
50,WARREN,NY,2.0,1.0,1.0,442.0,36113
51,TOMPKINS,NY,2.0,1.0,1.0,212.0,36109
52,HERKIMER,NY,,1.0,,25.0,36043
53,ORLEANS,NY,3.0,1.0,1.0,34.0,36073
54,LEWIS,NY,3.0,1.0,1.0,,36049
55,GENESEE,NY,3.0,1.0,1.0,166.0,36037
56,SCHUYLER,NY,,1.0,,25.0,36097
0,PHILADELPHIA,PA,2.4615384615384617,22.0,0.9230769230769231,5387.0,42101
1,ALLEGHENY,PA,3.066666666666667,18.0,1.0,6661.0,42003
2,MONTGOMERY,PA,3.125,15.0,1.0,2308.0,42091
3,BUCKS,PA,3.2,8.0,1.0,1052.0,42017
4,YORK,PA,2.6666666666666665,5.0,1.0,888.0,42133
5,CHESTER,PA,3.4,5.0,1.0,420.0,42029
6,BERKS,PA,4.0,5.0,1.0,879.0,42011
7,WASHINGTON,PA,3.6666666666666665,4.0,1.0,574.0,42125
8,DELAWARE,PA,2.25,4.0,1.0,1578.0,42045
9,LANCASTER,PA,4.0,4.0,1.0,799.0,42071
10,MERCER,PA,3.3333333333333335,4.0,1.0,492.0,42085
11,NORTHAMPTON,PA,4.333333333333333,4.0,1.0,710.0,42095
12,WESTMORELAND,PA,3.6666666666666665,4.0,1.0,762.0,42129
13,ERIE,PA,3.0,4.0,1.0,935.0,42049
14,LACKAWANNA,PA,2.0,4.0,1.0,857.0,42069
15,LUZERNE,PA,2.3333333333333335,4.0,1.0,426.0,42079
16,LYCOMING,PA,4.333333333333333,3.0,1.0,283.0,42081
17,LEHIGH,PA,3.5,3.0,1.0,1012.0,42077
18,SOMERSET,PA,3.5,3.0,1.0,185.0,42111
19,CUMBERLAND,PA,3.5,3.0,1.0,315.0,42041
20,BRADFORD,PA,3.0,3.0,1.0,432.0,42015
21,BLAIR,PA,3.6666666666666665,3.0,1.0,500.0,42013
22,DAUPHIN,PA,4.0,3.0,0.5,717.0,42043
23,COLUMBIA,PA,4.0,2.0,1.0,72.0,42037
24,CLARION,PA,2.0,2.0,1.0,82.0,42031
25,MONROE,PA,3.5,2.0,1.0,311.0,42089
26,SCHUYLKILL,PA,3.0,2.0,1.0,288.0,42107
27,JEFFERSON,PA,3.5,2.0,1.0,84.0,42065
28,WARREN,PA,2.0,2.0,1.0,85.0,42123
29,SUSQUEHANNA,PA,3.0,2.0,1.0,50.0,42115
30,MONTOUR,PA,3.0,2.0,1.0,530.0,42093
31,CLEARFIELD,PA,2.0,2.0,1.0,339.0,42033
32,CARBON,PA,2.0,2.0,1.0,229.0,42025
33,CRAWFORD,PA,3.5,2.0,1.0,228.0,42039
34,LAWRENCE,PA,2.5,2.0,1.0,237.0,42073
35,FAYETTE,PA,2.5,2.0,1.0,254.0,42051
36,CLINTON,PA,4.0,2.0,1.0,21.0,42035
37,CENTRE,PA,5.0,2.0,1.0,260.0,42027
38,CAMBRIA,PA,1.5,2.0,1.0,516.0,42021
39,LEBANON,PA,3.0,2.0,1.0,196.0,42075
40,FRANKLIN,PA,5.0,2.0,1.0,313.0,42055
41,MC KEAN,PA,3.0,1.0,1.0,31.0,42083
42,NORTHUMBERLND,PA,3.0,1.0,0.0,,0
43,TIOGA,PA,4.0,1.0,1.0,25.0,42117
44,MIFFLIN,PA,4.0,1.0,1.0,123.0,42087
45,UNION,PA,4.0,1.0,1.0,132.0,42119
46,INDIANA,PA,3.0,1.0,1.0,164.0,42063
47,POTTER,PA,4.0,1.0,1.0,59.0,42105
48,GREENE,PA,3.0,1.0,1.0,69.0,42059
49,BEAVER,PA,4.0,1.0,1.0,361.0,42007
50,ADAMS,PA,4.0,1.0,1.0,76.0,42001
51,HUNTINGDON,PA,4.0,1.0,1.0,100.0,42061
52,ARMSTRONG,PA,3.0,1.0,1.0,154.0,42005
53,WAYNE,PA,4.0,1.0,1.0,112.0,42127
54,FULTON,PA,4.0,1.0,1.0,21.0,42057
55,ELK,PA,4.0,1.0,1.0,35.0,42047
56,BUTLER,PA,4.0,1.0,1.0,296.0,42019
57,BEDFORD,PA,3.0,1.0,1.0,95.0,42009
58,VENANGO,PA,4.0,1.0,1.0,173.0,42121
59,WYOMING,PA,5.0,1.0,1.0,60.0,42131
0,CUYAHOGA,OH,4.066666666666666,18.0,0.8,6004.0,39035
1,FRANKLIN,OH,3.5714285714285716,16.0,1.0,3542.0,39049
2,HAMILTON,OH,3.7142857142857144,13.0,0.8571428571428571,4292.0,39061
3,LUCAS,OH,3.2857142857142856,9.0,0.8571428571428571,2036.0,39095
4,SUMMIT,OH,3.6666666666666665,7.0,1.0,2209.0,39153
5,MONTGOMERY,OH,4.5,7.0,1.0,2284.0,39113
6,ASHTABULA,OH,4.0,5.0,1.0,413.0,39007
7,MAHONING,OH,3.6666666666666665,5.0,0.6666666666666666,693.0,39099
8,LORAIN,OH,4.0,5.0,0.75,868.0,39093
9,BUTLER,OH,3.5,5.0,1.0,837.0,39017
10,STARK,OH,3.3333333333333335,4.0,1.0,1535.0,39151
11,ALLEN,OH,3.0,4.0,0.5,737.0,39003
12,GREENE,OH,3.5,3.0,1.0,330.0,39057
13,SENECA,OH,3.5,3.0,1.0,135.0,39147
14,RICHLAND,OH,3.3333333333333335,3.0,1.0,409.0,39139
15,TUSCARAWAS,OH,5.0,3.0,1.0,245.0,39157
16,CLARK,OH,3.0,3.0,1.0,254.0,39023
17,DEFIANCE,OH,4.0,3.0,1.0,58.0,39039
18,LAKE,OH,3.0,2.0,1.0,399.0,39085
19,COLUMBIANA,OH,4.0,2.0,1.0,396.0,39029
20,WARREN,OH,4.0,2.0,1.0,328.0,39165
21,SANDUSKY,OH,3.5,2.0,1.0,249.0,39143
22,GUERNSEY,OH,3.0,2.0,1.0,221.0,39059
23,WASHINGTON,OH,3.5,2.0,1.0,229.0,39167
24,ATHENS,OH,3.0,2.0,1.0,114.0,39009
25,MEDINA,OH,4.0,2.0,1.0,177.0,39103
26,VAN WERT,OH,3.0,2.0,1.0,120.0,39161
27,HIGHLAND,OH,3.0,2.0,1.0,25.0,39071
28,TRUMBULL,OH,2.0,2.0,1.0,722.0,39155
29,WILLIAMS,OH,4.0,2.0,1.0,105.0,39171
30,WAYNE,OH,4.0,2.0,1.0,25.0,39169
31,BELMONT,OH,2.0,2.0,1.0,186.0,39013
32,SCIOTO,OH,3.0,2.0,0.0,247.0,39145
33,HURON,OH,4.0,2.0,1.0,127.0,39077
34,CRAWFORD,OH,3.0,2.0,0.5,50.0,39033
35,LOGAN,OH,4.0,1.0,1.0,115.0,39091
36,ASHLAND,OH,3.0,1.0,0.0,123.0,39005
37,GEAUGA,OH,4.0,1.0,1.0,126.0,39055
38,FAYETTE,OH,3.0,1.0,1.0,,39047
39,LICKING,OH,3.0,1.0,1.0,227.0,39089
40,MARION,OH,3.0,1.0,1.0,389.0,39101
41,DARKE,OH,5.0,1.0,1.0,92.0,39037
42,GALLIA,OH,2.0,1.0,1.0,287.0,39053
43,KNOX,OH,3.0,1.0,1.0,166.0,39083
44,MERCER,OH,5.0,1.0,0.0,,39107
45,HARRISON,OH,,1.0,,25.0,39067
46,MUSKINGUM,OH,4.0,1.0,1.0,298.0,39119
47,PIKE,OH,4.0,1.0,1.0,25.0,39131
48,UNION,OH,4.0,1.0,1.0,,39159
49,COSHOCTON,OH,3.0,1.0,1.0,165.0,39031
50,WOOD,OH,3.0,1.0,1.0,168.0,39173
51,AUGLAIZE,OH,4.0,1.0,1.0,113.0,39011
52,WYANDOT,OH,3.0,1.0,1.0,,39175
53,PICKAWAY,OH,2.0,1.0,1.0,,39129
54,OTTAWA,OH,5.0,1.0,1.0,15.0,39123
55,ERIE,OH,4.0,1.0,1.0,400.0,39043
56,CLERMONT,OH,4.0,1.0,0.0,157.0,39025
57,MIAMI,OH,3.0,1.0,1.0,178.0,39109
58,PORTAGE,OH,4.0,1.0,1.0,302.0,39133
59,HOLMES,OH,5.0,1.0,1.0,55.0,39075
60,JACKSON,OH,3.0,1.0,1.0,25.0,39079
61,HARDIN,OH,4.0,1.0,1.0,25.0,39065
62,LAWRENCE,OH,,1.0,,,39087
63,FULTON,OH,4.0,1.0,1.0,35.0,39051
64,HENRY,OH,4.0,1.0,1.0,25.0,39069
65,FAIRFIELD,OH,4.0,1.0,1.0,250.0,39045
66,ADAMS,OH,2.0,1.0,1.0,,39001
67,MADISON,OH,3.0,1.0,1.0,107.0,39097
68,JEFFERSON,OH,3.0,1.0,0.0,519.0,39081
69,ROSS,OH,4.0,1.0,1.0,261.0,39141
70,CLINTON,OH,1.0,1.0,1.0,,39027
71,HANCOCK,OH,4.0,1.0,1.0,239.0,39063
72,HOCKING,OH,3.0,1.0,1.0,,39073
73,DELAWARE,OH,4.0,1.0,1.0,130.0,39041
74,MORROW,OH,4.0,1.0,1.0,,39117
75,SHELBY,OH,3.0,1.0,1.0,71.0,39149
76,CHAMPAIGN,OH,3.0,1.0,1.0,25.0,39021
77,PAULDING,OH,,1.0,,,39125
0,WAYNE,MI,2.5714285714285716,18.0,0.9285714285714286,6394.0,26163
1,OAKLAND,MI,3.6666666666666665,14.0,1.0,3395.0,26125
2,MACOMB,MI,2.3333333333333335,6.0,1.0,986.0,26099
3,KENT,MI,3.3333333333333335,5.0,1.0,1072.0,26081
4,WASHTENAW,MI,4.666666666666667,5.0,1.0,588.0,26161
5,MONTCALM,MI,3.5,4.0,0.5,201.0,26117
6,TUSCOLA,MI,4.0,3.0,1.0,50.0,26157
7,HURON,MI,5.0,3.0,1.0,106.0,26063
8,KALAMAZOO,MI,4.0,3.0,1.0,752.0,26077
9,ST. CLAIR,MI,3.6666666666666665,3.0,0.6666666666666666,350.0,26147
10,GENESEE,MI,1.6666666666666667,3.0,1.0,778.0,26049
11,SANILAC,MI,4.0,3.0,1.0,65.0,26151
12,SAGINAW,MI,2.0,3.0,1.0,891.0,26145
13,OTTAWA,MI,4.666666666666667,3.0,0.6666666666666666,331.0,26139
14,HOUGHTON,MI,4.5,2.0,1.0,61.0,26061
15,CALHOUN,MI,4.5,2.0,1.0,298.0,26025
16,INGHAM,MI,3.5,2.0,1.0,980.0,26065
17,EATON,MI,3.5,2.0,1.0,50.0,26045
18,CLINTON,MI,3.0,2.0,1.0,25.0,26037
19,MARQUETTE,MI,3.0,2.0,1.0,314.0,26103
20,BERRIEN,MI,4.0,2.0,1.0,375.0,26021
21,VAN BUREN,MI,3.5,2.0,1.0,107.0,26159
22,LIVINGSTON,MI,5.0,2.0,1.0,199.0,26093
23,LENAWEE,MI,4.0,2.0,1.0,113.0,26091
24,ST. JOSEPH,MI,3.0,2.0,0.5,154.0,26149
25,ISABELLA,MI,3.0,1.0,1.0,151.0,26073
26,MUSKEGON,MI,5.0,1.0,1.0,154.0,26121
27,DICKINSON,MI,4.0,1.0,1.0,,26043
28,ONTONAGON,MI,,1.0,,25.0,26131
29,SCHOOLCRAFT,MI,4.0,1.0,1.0,25.0,26153
30,ARENAC,MI,5.0,1.0,1.0,25.0,26011
31,IOSCO,MI,4.0,1.0,1.0,60.0,26069
32,GOGEBIC,MI,4.0,1.0,1.0,25.0,26053
33,IONIA,MI,4.0,1.0,1.0,25.0,26067
34,BARRY,MI,,1.0,,,26015
35,DELTA,MI,4.0,1.0,1.0,25.0,26041
36,SHIAWASSEE,MI,4.0,1.0,0.0,115.0,26155
37,BARAGA,MI,2.0,1.0,1.0,,0
38,ALGER,MI,,1.0,,25.0,26003
39,EMMET,MI,5.0,1.0,1.0,243.0,26047
40,GRAND TRAVERSE,MI,5.0,1.0,1.0,377.0,26055
41,CLARE,MI,4.0,1.0,0.0,64.0,26035
42,IRON,MI,5.0,1.0,1.0,25.0,26071
43,OGEMAW,MI,5.0,1.0,1.0,88.0,26129
44,KALKASKA,MI,4.0,1.0,1.0,,26079
45,GLADWIN,MI,4.0,1.0,1.0,25.0,26051
46,CASS,MI,,1.0,,25.0,26027
47,LAPEER,MI,3.0,1.0,1.0,183.0,26087
48,LUCE,MI,4.0,1.0,1.0,,26095
49,CRAWFORD,MI,4.0,1.0,1.0,90.0,26039
50,MANISTEE,MI,3.0,1.0,1.0,25.0,26101
51,MONROE,MI,2.0,1.0,1.0,217.0,26115
52,JACKSON,MI,3.0,1.0,1.0,412.0,26075
53,BAY,MI,3.0,1.0,1.0,387.0,26017
54,CHARLEVOIX,MI,4.0,1.0,1.0,25.0,26029
55,OSCEOLA,MI,4.0,1.0,1.0,25.0,26133
56,ALPENA,MI,2.0,1.0,1.0,150.0,26007
57,CHIPPEWA,MI,3.0,1.0,1.0,82.0,26033
58,MECOSTA,MI,4.0,1.0,1.0,74.0,26107
59,WEXFORD,MI,5.0,1.0,1.0,117.0,26165
60,ALLEGAN,MI,3.0,1.0,1.0,25.0,26005
61,GRATIOT,MI,3.0,1.0,1.0,142.0,26057
62,MASON,MI,3.0,1.0,1.0,81.0,26105
63,OCEANA,MI,,1.0,,24.0,26127
64,MIDLAND,MI,2.0,1.0,1.0,230.0,26111
65,BRANCH,MI,3.0,1.0,1.0,,26023
66,NEWAYGO,MI,4.0,1.0,1.0,61.0,26123
67,BENZIE,MI,,1.0,,8.0,26019
68,HILLSDALE,MI,3.0,1.0,1.0,86.0,26059
69,OTSEGO,MI,3.0,1.0,0.0,53.0,26137
70,MACKINAC,MI,,1.0,,15.0,26097
0,MARION,IN,3.7142857142857144,13.0,1.0,3647.0,18097
1,LAKE,IN,3.6666666666666665,11.0,0.8888888888888888,2022.0,18089
2,ALLEN,IN,2.75,7.0,1.0,649.0,18003
3,HAMILTON,IN,4.6,5.0,1.0,409.0,18057
4,TIPPECANOE,IN,3.5,4.0,1.0,377.0,18157
5,MARSHALL,IN,3.0,4.0,1.0,82.0,18099
6,VIGO,IN,2.5,4.0,1.0,318.0,18167
7,ST. JOSEPH,IN,3.0,4.0,1.0,764.0,18141
8,HENDRICKS,IN,4.5,3.0,1.0,127.0,18063
9,MONROE,IN,4.0,3.0,1.0,297.0,18105
10,ELKHART,IN,3.5,3.0,1.0,420.0,18039
11,VANDERBURGH,IN,3.5,3.0,1.0,972.0,18163
12,WARRICK,IN,5.0,3.0,1.0,35.0,18173
13,MADISON,IN,3.3333333333333335,3.0,1.0,357.0,18095
14,HOWARD,IN,3.5,2.0,1.0,329.0,18067
15,JEFFERSON,IN,5.0,2.0,1.0,86.0,18077
16,LAWRENCE,IN,3.5,2.0,1.0,50.0,18093
17,FLOYD,IN,2.0,2.0,1.0,211.0,18043
18,KOSCIUSKO,IN,3.0,2.0,1.0,,18085
19,PORTER,IN,4.0,2.0,1.0,,18127
20,DE KALB,IN,3.0,2.0,1.0,45.0,18033
21,GRANT,IN,4.0,2.0,1.0,99.0,18053
22,DEARBORN,IN,4.0,2.0,1.0,,18029
23,DELAWARE,IN,4.0,2.0,1.0,379.0,18035
24,CASS,IN,4.0,2.0,1.0,,18017
25,LA PORTE,IN,3.5,2.0,1.0,537.0,18091
26,CLARK,IN,2.0,2.0,1.0,,18019
27,WAYNE,IN,4.0,2.0,1.0,223.0,18177
28,JOHNSON,IN,3.0,2.0,1.0,,18081
29,DECATUR,IN,3.0,1.0,1.0,,18031
30,WHITE,IN,4.0,1.0,1.0,25.0,18181
31,GREENE,IN,4.0,1.0,1.0,,18055
32,WASHINGTON,IN,,1.0,,25.0,18175
33,STARKE,IN,3.0,1.0,1.0,53.0,18149
34,JAY,IN,3.0,1.0,1.0,,18075
35,BOONE,IN,4.0,1.0,1.0,,18011
36,MIAMI,IN,4.0,1.0,1.0,,18103
37,FAYETTE,IN,4.0,1.0,1.0,105.0,18041
38,RANDOLPH,IN,4.0,1.0,1.0,25.0,18135
39,PUTNAM,IN,3.0,1.0,1.0,,18133
40,CLINTON,IN,4.0,1.0,1.0,25.0,18023
41,KNOX,IN,4.0,1.0,1.0,,18083
42,PULASKI,IN,3.0,1.0,1.0,,18131
43,CLAY,IN,3.0,1.0,1.0,25.0,18021
44,BLACKFORD,IN,4.0,1.0,1.0,15.0,18009
45,RUSH,IN,4.0,1.0,1.0,,18139
46,TIPTON,IN,4.0,1.0,1.0,25.0,18159
47,JASPER,IN,3.0,1.0,1.0,46.0,18073
48,HARRISON,IN,3.0,1.0,1.0,,18061
49,MORGAN,IN,5.0,1.0,1.0,82.0,18109
50,LAGRANGE,IN,4.0,1.0,1.0,25.0,18087
51,GIBSON,IN,3.0,1.0,1.0,25.0,18051
52,DUBOIS,IN,5.0,1.0,1.0,123.0,18037
53,JENNINGS,IN,4.0,1.0,1.0,19.0,18079
54,JACKSON,IN,5.0,1.0,1.0,,18071
55,WHITLEY,IN,3.0,1.0,1.0,30.0,18183
56,FULTON,IN,4.0,1.0,1.0,,18049
57,HENRY,IN,3.0,1.0,1.0,,18065
58,STEUBEN,IN,3.0,1.0,1.0,25.0,18151
59,SULLIVAN,IN,3.0,1.0,1.0,,18153
60,BARTHOLOMEW,IN,3.0,1.0,1.0,,18005
61,VERMILLION,IN,3.0,1.0,1.0,25.0,18165
62,PERRY,IN,2.0,1.0,1.0,,18123
63,HUNTINGTON,IN,4.0,1.0,1.0,36.0,18069
64,FRANKLIN,IN,4.0,1.0,1.0,25.0,18137
65,SHELBY,IN,4.0,1.0,1.0,,18145
66,ORANGE,IN,,1.0,,25.0,18117
67,ADAMS,IN,4.0,1.0,1.0,,18001
68,SCOTT,IN,3.0,1.0,1.0,,18143
69,WARREN,IN,4.0,1.0,1.0,16.0,18171
70,NOBLE,IN,4.0,1.0,1.0,31.0,18113
71,WELLS,IN,4.0,1.0,1.0,,18179
72,WABASH,IN,4.0,1.0,1.0,50.0,18169
73,DAVIESS,IN,4.0,1.0,1.0,,18027
74,HANCOCK,IN,4.0,1.0,1.0,,18059
75,MONTGOMERY,IN,3.0,1.0,1.0,103.0,18107
0,MILWAUKEE,WI,3.0,11.0,1.0,3525.0,55079
1,BROWN,WI,4.25,7.0,1.0,1055.0,55009
2,WAUKESHA,WI,4.5,6.0,1.0,859.0,55133
3,DANE,WI,4.75,5.0,1.0,913.0,55025
4,WINNEBAGO,WI,4.0,4.0,1.0,308.0,55139
5,FOND DU LAC,WI,4.0,4.0,1.0,181.0,55039
6,ROCK,WI,3.0,4.0,1.0,575.0,55105
7,EAU CLAIRE,WI,4.5,4.0,1.0,648.0,55035
8,POLK,WI,4.0,3.0,1.0,73.0,55095
9,GRANT,WI,4.5,3.0,1.0,65.0,55043
10,SAUK,WI,4.0,3.0,1.0,161.0,55111
11,ST. CROIX,WI,5.0,3.0,1.0,75.0,55109
12,CHIPPEWA,WI,3.6666666666666665,3.0,1.0,256.0,55017
13,MARATHON,WI,3.0,3.0,1.0,407.0,55073
14,WOOD,WI,3.0,3.0,1.0,603.0,55141
15,BARRON,WI,3.3333333333333335,3.0,1.0,129.0,55005
16,DODGE,WI,3.5,2.0,1.0,220.0,55027
17,OCONTO,WI,3.0,2.0,1.0,19.0,55083
18,LINCOLN,WI,3.5,2.0,1.0,43.0,55069
19,WAUPACA,WI,3.5,2.0,1.0,40.0,55087
20,WASHINGTON,WI,4.5,2.0,1.0,192.0,55131
21,TREMPEALEAU,WI,,2.0,,43.0,55121
22,COLUMBIA,WI,3.0,2.0,1.0,98.0,55021
23,MONROE,WI,4.0,2.0,1.0,40.0,55081
24,VERNON,WI,4.0,2.0,1.0,50.0,55123
25,WASHBURN,WI,2.0,2.0,1.0,25.0,55129
26,WALWORTH,WI,4.5,2.0,1.0,124.0,55127
27,OZAUKEE,WI,4.5,2.0,1.0,180.0,55089
28,SHEBOYGAN,WI,4.0,2.0,1.0,370.0,55117
29,VILAS,WI,4.5,2.0,1.0,134.0,55085
30,KENOSHA,WI,4.0,2.0,1.0,454.0,55059
31,LA CROSSE,WI,4.5,2.0,1.0,670.0,55063
32,RACINE,WI,2.5,2.0,1.0,676.0,55101
33,MANITOWOC,WI,3.5,2.0,1.0,236.0,55071
34,OUTAGAMIE,WI,4.0,2.0,1.0,492.0,55087
35,JACKSON,WI,4.0,1.0,1.0,25.0,55053
36,CALUMET,WI,,1.0,,29.0,55015
37,SAWYER,WI,4.0,1.0,1.0,25.0,55113
38,MARINETTE,WI,5.0,1.0,1.0,99.0,55075
39,DOUGLAS,WI,4.0,1.0,1.0,15.0,55031
40,RICHLAND,WI,4.0,1.0,1.0,25.0,55103
41,ONEIDA,WI,4.0,1.0,1.0,99.0,55085
42,WAUSHARA,WI,,1.0,,25.0,55137
43,TAYLOR,WI,4.0,1.0,1.0,15.0,55119
44,SHAWANO,WI,3.0,1.0,1.0,25.0,55115
45,LAFAYETTE,WI,,1.0,,,55065
46,DOOR,WI,5.0,1.0,1.0,25.0,55029
47,CRAWFORD,WI,4.0,1.0,1.0,25.0,55023
48,IOWA,WI,5.0,1.0,1.0,25.0,55049
49,GREEN,WI,5.0,1.0,1.0,100.0,55045
50,ASHLAND,WI,4.0,1.0,1.0,25.0,55003
51,PIERCE,WI,4.0,1.0,1.0,25.0,55093
52,BURNETT,WI,,1.0,,25.0,55013
53,ADAMS,WI,,1.0,,25.0,55001
54,PRICE,WI,3.0,1.0,1.0,15.0,55099
55,LANGLADE,WI,4.0,1.0,1.0,25.0,55067
56,GREEN LAKE,WI,3.0,1.0,1.0,25.0,55047
57,RUSK,WI,3.0,1.0,1.0,,55107
58,PORTAGE,WI,5.0,1.0,1.0,181.0,55097
59,JUNEAU,WI,4.0,1.0,1.0,40.0,55057
60,JEFFERSON,WI,5.0,1.0,1.0,82.0,55055
61,CLARK,WI,,1.0,,25.0,55019
62,DUNN,WI,5.0,1.0,1.0,25.0,55033
63,PEPIN,WI,,1.0,,25.0,55091
0,FULTON,GA,2.5714285714285716,9.0,1.0,3909.0,13121
1,DE KALB,GA,2.0,6.0,1.0,1445.0,13089
2,CHATHAM,GA,2.0,5.0,1.0,1144.0,13051
3,RICHMOND,GA,2.3333333333333335,5.0,1.0,551.0,13245
4,GWINNETT,GA,3.0,4.0,1.0,463.0,13121
5,MUSCOGEE,GA,2.0,4.0,0.6666666666666666,893.0,13215
6,COBB,GA,3.0,3.0,1.0,1015.0,13067
